	Name_in_tree	Taxon	Clade	Subclade	Subclade_2	Max_age	Min_age	FL	FC	FML	FAP	HL	HC	HML	HAP	Juvenile	Bonebed
799	Kerberosaurus_manakini	Kerberosaurus_manakini	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Maastrichtian	Late_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
800	Koreaceratops_hwaseongensis	Koreaceratops_hwaseongensis	Ornithischia	Ceratopsia	Ceratopsia_2	Albian	Albian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
801	Koreanosaurus_boseongensis	Koreanosaurus_boseongensis	Ornithischia	Ornithischia	Ornithischia	Santonian	Campanian	NA	NA	NA	NA	215	NA	26	NA	0	0
802	Kosmoceratops_richardsoni	Kosmoceratops_richardsoni	Ornithischia	Ceratopsidae	Ceratopsidae	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
803	Kritosaurus_navajovius	Kritosaurus_navajovius	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Maastrichtian	1045	NA	NA	NA	NA	NA	NA	NA	0	0
804	Kundurosaurus_nagornyi	Kundurosaurus_nagornyi	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Maastrichtian	Late_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	1
805	Lambeosaurus_clavintialis	Lambeosaurus_clavintialis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Late_Campanian	1050	NA	NA	114.6	520	NA	NA	NA	0	0
806	Lambeosaurus_lambei	Lambeosaurus_lambei	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Late_Campanian	1052.5	367.5	116.1	104.7	522.5	225	74.8	62.4	0	0
807	Lambeosaurus_magnicristatus	Lambeosaurus_magnicristatus	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Late_Campanian	1000	NA	NA	102.8	482	NA	60.7	53.5	0	0
808	Lanzhousaurus_magnidens	Lanzhousaurus_magnidens	Ornithischia	Iguanodontia	Iguanodontia	Early_Cretaceous	Early_Cretaceous	NA	NA	NA	NA	NA	NA	NA	NA	0	0
809	Leptoceratops_gracilis	Leptoceratops_gracilis	Ornithischia	Ceratopsia	Ceratopsia_3	Maastrichtian	Maastrichtian	NA	162	NA	NA	295	117	NA	NA	0	0
810	Lesothosaurus_diagnosticus	Lesothosaurus_diagnosticus	Ornithischia	Ornithischia	Ornithischia	Hettangian	Sinemurian	102	43	11.6	12.1	65	20	NA	NA	0	0
811	Levnesovia_transoxiana	Levnesovia_transoxiana	Ornithischia	Hadrosauroidea	Hadrosauroidea	Middle_Turonian	Late_Turonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
812	Liaoceratops_yanzigouensis	Liaoceratops_yanzigouensis	Ornithischia	Ceratopsia	Ceratopsia_2	Late_Barremian	Early_Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
813	Lophorhothon_atopus	Lophorhothon_atopus	Ornithischia	Hadrosauroidea	Hadrosauroidea	Early_Campanian	Early_Campanian	616	211	78.3	45	NA	NA	NA	NA	1	0
814	Loricatosaurus_priscus	Loricatosaurus_priscus	Ornithischia	Stegosauria	Stegosauria	Middle_Callovian	Middle_Callovian	900	300	115	80	535	261	85	66	0	0
815	not	Lurdusaurus_arenatus	Ornithischia	Iguanodontia	Iguanodontia	Aptian	Albian	910	457	NA	NA	632	276	NA	NA	0	0
816	Lycorhinus_angustidens	Lycorhinus_angustidens	Ornithischia	Ornithischia	Ornithischia	Hettangian	Sinemurian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
817	Macrogryphosaurus_gondwanicus	Macrogryphosaurus_gondwanicus	Ornithischia	Iguanodontia	Iguanodontia	Middle_Coniacian	Late_Coniacian	NA	NA	NA	NA	NA	NA	NA	NA	1	0
818	Magnapaulia_laticaudus	Magnapaulia_laticaudus	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Late_Campanian	1280	NA	NA	NA	803	NA	NA	NA	0	0
819	not	Magnirostris_dodsoni	Ornithischia	Ceratopsia	Ceratopsia_3	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
820	Maiasaura_peeblesorum	Maiasaura_peeblesorum	Ornithischia	Hadrosauroidea	Hadrosauroidea	Campanian	Campanian	1020	410	NA	NA	580	205	63.2	56	0	0
821	Manidens_condorensis	Manidens_condorensis	Ornithischia	Ornithischia	Ornithischia	Aalenian	Early_Bathonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
822	Mantellisaurus_atherfieldensis	Mantellisaurus_atherfieldensis	Ornithischia	Iguanodontia	Iguanodontia_3	Hauterivian	Barremian	735	270	95.4	75.3	435	167	61	43.8	0	0
823	not	Medusaceratops_lokii	Ornithischia	Ceratopsidae	Ceratopsidae	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
824	Micropachycephalosaurus_hongtuyanensis	Micropachycephalosaurus_hongtuyanensis	Ornithischia	Ornithischia	Ornithischia	Campanian	Campanian	119	42	10.5	13	NA	NA	NA	NA	0	0
825	Minmi_paravertebra	Minmi_paravertebra	Ornithischia	Ankylosauria	Ankylosauria	Valanginian	Barremian	NA	NA	NA	NA	270	NA	NA	NA	0	0
826	Minotaurasaurus_ramachandrani	Minotaurasaurus_ramachandrani	Ornithischia	Ankylosauria	Ankylosauria	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	1	0
827	not	Miragaia_longicollum	Ornithischia	Stegosauria	Stegosauria	Late_Kimmeridgian	Early_Tithonian	NA	NA	NA	NA	715	369	139	84	0	0
828	Mochlodon_suessi	Mochlodon_suessi	Ornithischia	Iguanodontia	Iguanodontia	Early_Campanian	Early_Campanian	194	NA	NA	NA	NA	NA	NA	NA	0	1
829	Mochlodon_vorosi	Mochlodon_vorosi	Ornithischia	Iguanodontia	Iguanodontia	Santonian	Santonian	218	77	NA	NA	156	43	NA	NA	0	1
830	not	Monoclonius_lowei	Ornithischia	Ceratopsidae	Ceratopsidae	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
831	Montanoceratops_cerorynchus	Montanoceratops_cerorynchus	Ornithischia	Ceratopsia	Ceratopsia_3	Early_Maastrichtian	Early_Maastrichtian	346	122.5	42.6	33.7	263	86.3	28.4	24.9	0	0
832	Muttaburrasaurus_langdoni	Muttaburrasaurus_langdoni	Ornithischia	Iguanodontia	Iguanodontia	Late_Albian	Early_Cenomanian	990	460	168.8	108.9	NA	NA	NA	NA	0	0
833	Mymoorapelta_maysi	Mymoorapelta_maysi	Ornithischia	Ankylosauria	Ankylosauria	Kimmeridgian	Tithonian	NA	NA	NA	NA	NA	NA	NA	NA	1	0
834	Naashoibitosaurus_ostromi	Naashoibitosaurus_ostromi	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
835	Nanningosaurus_dashiensis	Nanningosaurus_dashiensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Cretaceous	Late_Cretaceous	976	NA	143	NA	NA	NA	NA	69	0	0
836	Nanyangosaurus_zhugeii	Nanyangosaurus_zhugeii	Ornithischia	Hadrosauroidea	Hadrosauroidea	Albian	Albian	517	NA	NA	57	265	NA	41	NA	1	0
837	Nedoceratops_hatcheri	Nedoceratops_hatcheri	Ornithischia	Ceratopsidae	Ceratopsidae	Late_Maastrichtian	Late_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
838	Niobrarasaurus_coleii	Niobrarasaurus_coleii	Ornithischia	Ankylosauria	Ankylosauria	Late_Coniacian	Middle_Santonian	490	NA	65	60	380	NA	68	58	1	0
839	Nodocephalosaurus_kirtlandensis	Nodocephalosaurus_kirtlandensis	Ornithischia	Ankylosauria	Ankylosauria	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
840	Nodosaurus_textilis	Nodosaurus_textilis	Ornithischia	Ankylosauria	Ankylosauria	Middle_Cenomanian	Middle_Cenomanian	609	288	101.1	63.4	NA	NA	NA	NA	0	0
841	not	Notoceratops_bonarellii	Ornithischia	Ornithischia	Ornithischia	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
842	not	Notohypsilophodon_comodorensis	Ornithischia	Ornithischia	Ornithischia	Cenomanian	Cenomanian	NA	NA	NA	NA	120	NA	14	NA	1	0
843	Ojoceratops_fowleri	Ojoceratops_fowleri	Ornithischia	Ceratopsidae	Ceratopsidae	Early_Maastrichtian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
844	Olorotitan_arharensis	Olorotitan_arharensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Maastrichtian	Late_Maastrichtian	1090	395	NA	NA	595	248	NA	NA	0	0
845	Orodromeus_makelai	Orodromeus_makelai	Ornithischia	Ornithischia	Ornithischia	Campanian	Maastrichtian	166.1	65	20.4	15.9	105.1	38	13.7	9.1	0	0
846	Oryctodromeus_cubicularis	Oryctodromeus_cubicularis	Ornithischia	Ornithischia	Ornithischia	Cenomanian	Cenomanian	NA	NA	NA	NA	157	NA	16	NA	0	0
847	not	Osmakasaurus_depressus	Ornithischia	Iguanodontia	Iguanodontia	Barremian	Barremian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
848	Othnielosaurus_consors	Othnielosaurus_consors	Ornithischia	Ornithischia	Ornithischia	Kimmeridgian	Tithonian	163	61	16.4	19.7	NA	NA	NA	NA	0	0
849	Ouranosaurus_nigeriensis	Ouranosaurus_nigeriensis	Ornithischia	Iguanodontia	Iguanodontia_3	Aptian	Albian	830.7	NA	99.7	86.2	555	NA	50	NA	0	1
850	Pachycephalosaurus_wyomingensis	Pachycephalosaurus_wyomingensis	Ornithischia	Pachycephalosauria	Pachycephalosauria	Maastrichtian	Maastrichtian	441	189	NA	NA	NA	NA	NA	NA	0	0
851	Pachyrhinosaurus_canadensis	Pachyrhinosaurus_canadensis	Ornithischia	Ceratopsidae	Ceratopsidae	Late_Campanian	Early_Maastrichtian	902.5	385	NA	NA	665	275	NA	NA	0	0
852	Pachyrhinosaurus_lakustai	Pachyrhinosaurus_lakustai	Ornithischia	Ceratopsidae	Ceratopsidae	Late_Campanian	Late_Campanian	790	NA	NA	NA	555	NA	NA	NA	0	1
853	Pachyrhinosaurus_perotorum	Pachyrhinosaurus_perotorum	Ornithischia	Ceratopsidae	Ceratopsidae	Early_Maastrichtian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
854	Panoplosaurus_mirus	Panoplosaurus_mirus	Ornithischia	Ankylosauria	Ankylosauria	Late_Campanian	Late_Campanian	NA	NA	NA	NA	439	201	70.4	50	0	0
855	Paranthodon_africanus	Paranthodon_africanus	Ornithischia	Stegosauria	Stegosauria	Berriasian	Valanginian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
856	Pararhabdodon_isonensis	Pararhabdodon_isonensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Maastrichtian	Maastrichtian	NA	NA	NA	NA	404	NA	65	NA	0	0
857	Parasaurolophus_cyrtoctristatus	Parasaurolophus_cyrtoctristatus	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Late_Campanian	1072.5	445	142.4	124.5	555	241	88.8	69.5	0	0
858	Parasaurolophus_walkeri	Parasaurolophus_walkeri	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Late_Campanian	1045	430	98.7	146.8	520	265	75.5	83.2	0	0
859	Parksosaurus_warreni	Parksosaurus_warreni	Ornithischia	Ornithischia	Ornithischia	Early_Maastrichtian	Early_Maastrichtian	270	103	30	34	218	72	21	21.6	0	0
860	Pawpawsaurus_campbelli	Pawpawsaurus_campbelli	Ornithischia	Ankylosauria	Ankylosauria	Late_Albian	Late_Albian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
861	Pegomastax_africanus	Pegomastax_africanus	Ornithischia	Ornithischia	Ornithischia	Hettangian	Sinemurian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
862	Peloroplites_cedrimontanus	Peloroplites_cedrimontanus	Ornithischia	Ankylosauria	Ankylosauria	Late_Albian	Early_Cenomanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
863	Penelopognathus_weishampeli	Penelopognathus_weishampeli	Ornithischia	Hadrosauroidea	Hadrosauroidea	Aptian	Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
864	Pentaceratops_sternbergii	Pentaceratops_sternbergii	Ornithischia	Ceratopsidae	Ceratopsidae	Late_Campanian	Late_Campanian	1020	511.5	226.5	NA	859	400.5	149	105	0	0
865	Pinacosaurus_grangeri	Pinacosaurus_grangeri	Ornithischia	Ankylosauria	Ankylosauria	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
866	Pinacosaurus_mephistocephalus	Pinacosaurus_mephistocephalus	Ornithischia	Ankylosauria	Ankylosauria	Late_Campanian	Late_Campanian	215	NA	NA	NA	200	NA	NA	NA	1	0
867	Pisanosaurus_mertii	Pisanosaurus_mertii	Ornithischia	Ornithischia	Ornithischia	Carnian	Carnian	170.3	NA	23	25	NA	NA	NA	NA	0	0
868	not	Planicoxa_venenica	Ornithischia	Iguanodontia	Iguanodontia	Aptian	Aptian	487	NA	62	40	NA	NA	NA	NA	1	0
869	Polacanthus_foxii	Polacanthus_foxii	Ornithischia	Ankylosauria	Ankylosauria	Late_Valanginian	Barremian	548	206	NA	NA	NA	NA	NA	NA	0	0
870	not	Prenocephale_brevis	Ornithischia	Pachycephalosauria	Pachycephalosauria	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
871	Prenocephale_prenes	Prenocephale_prenes	Ornithischia	Pachycephalosauria	Pachycephalosauria	Late_Campanian	Early_Maastrichtian	222	99	NA	NA	NA	NA	NA	NA	0	0
872	Prenoceratops_pieganensis	Prenoceratops_pieganensis	Ornithischia	Ceratopsia	Ceratopsia_3	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
873	not	Priodontognathus_phillipsiiæ	Ornithischia	Ankylosauria	Ankylosauria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
874	Probactrosaurus_mazongshanensis	Probactrosaurus_mazongshanensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Barremian	Aptian	NA	NA	NA	62	NA	NA	NA	NA	0	1
875	Probactrosaurus_gobiensis	Probactrosaurus_gobiensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Barremian	Albian	750	NA	114	79	NA	NA	NA	NA	0	0
876	Prosaurolophus_maximus	Prosaurolophus_maximus	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Late_Campanian	1000	355	90.1	107.9	540	225	71.9	48.8	0	0
877	Protoceratops_andrewsi	Protoceratops_andrewsi	Ornithischia	Ceratopsia	Ceratopsia_3	Late_Campanian	Late_Campanian	215	93	29	28.3	220	62	NA	NA	0	0
878	Protohadros_byrdi	Protohadros_byrdi	Ornithischia	Hadrosauroidea	Hadrosauroidea	Middle_Cenomanian	Middle_Cenomanian	NA	NA	NA	NA	NA	NA	NA	NA	1	0
879	Psittacosaurus_gobiensis	Psittacosaurus_gobiensis	Ornithischia	Ceratopsia	Ceratopsia_1	Aptian	Aptian	125	NA	NA	15.5	92	NA	11	NA	0	0
880	Psittacosaurus_mongoliensis	Psittacosaurus_mongoliensis	Ornithischia	Ceratopsia	Ceratopsia_1	Berriasian	Hauterivian	154	NA	NA	NA	121	NA	NA	NA	0	0
881	Psittacosaurus_neimongoliensis	Psittacosaurus_neimongoliensis	Ornithischia	Ceratopsia	Ceratopsia_1	Valanginian	Albian	129.5	47.8	NA	15	105	36	NA	10	0	0
882	Psittacosaurus_sinensis	Psittacosaurus_sinensis	Ornithischia	Ceratopsia	Ceratopsia_1	Aptian	Aptian	96	NA	NA	11.8	NA	NA	NA	NA	0	0
883	not	Psittacosaurus_sp.	Ornithischia	Ceratopsia	Ceratopsia_1	NA	NA	178.7	74.5	22.9	22.8	NA	NA	NA	NA	0	0
884	not	Qantassaurus_intrepidus	Ornithischia	Ornithischia	Ornithischia	Early_Aptian	Middle_Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
885	not	Ratchasimasaurus_suranareae	Ornithischia	Iguanodontia	Iguanodontia	Aptian	Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
886	Rhabdodon_priscum	Rhabdodon_priscum	Ornithischia	Iguanodontia	Iguanodontia	Late_Campanian	Early_Maastrichtian	550	NA	NA	92	370	NA	NA	NA	0	0
887	Rubeosaurus_ovatus	Rubeosaurus_ovatus	Ornithischia	Ceratopsidae	Ceratopsidae	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
888	Sahaliyania_elunchunorum	Sahaliyania_elunchunorum	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Maastrichtian	Late_Maastrichtian	NA	NA	NA	NA	408	NA	63	NA	0	1
889	Saichania_chulsanensis	Saichania_chulsanensis	Ornithischia	Ankylosauria	Ankylosauria	Campanian	Campanian	379.5	166	NA	NA	265	155	NA	NA	0	0
890	not	Sarcolestes_leedsi	Ornithischia	Ankylosauria	Ankylosauria	Middle_Callovian	Middle_Callovian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
891	Saurolophus_angustirostris	Saurolophus_angustirostris	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Early_Maastrichtian	1200	NA	NA	NA	600	NA	NA	NA	0	0
892	Saurolophus_osborni	Saurolophus_osborni	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Maastrichtian	1150	509	NA	NA	610	255	NA	NA	0	0
893	Sauropelta_edwardsi	Sauropelta_edwardsi	Ornithischia	Ankylosauria	Ankylosauria	Late_Aptian	Early_Albian	754	317	104	88	527	256	96	72	0	0
894	Scelidosaurus_harrisonii	Scelidosaurus_harrisonii	Ornithischia	Thyreophora	Thyreophora	Sinemurian	Sinemurian	400	174	50	56	NA	NA	NA	NA	1	0
895	Scutellosaurus_lawleri	Scutellosaurus_lawleri	Ornithischia	Thyreophora	Thyreophora	Sinemurian	Pliensbachian	NA	NA	12.2	19.2	NA	NA	NA	NA	0	0
896	Secernosaurus_koerneri	Secernosaurus_koerneri	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Early_Maastrichtian	790	335	109.2	80.7	NA	NA	NA	NA	0	0
897	not	Sellacoxa_pauli	Ornithischia	Iguanodontia	Iguanodontia	Valanginian	Valanginian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
898	Shamosaurus_scutatus	Shamosaurus_scutatus	Ornithischia	Ankylosauria	Ankylosauria	Aptian	Albian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
899	Shantungosaurus_giganteus	Shantungosaurus_giganteus	Ornithischia	Hadrosauroidea	Hadrosauroidea	Campanian	Campanian	1700	680	NA	NA	965	404	NA	NA	0	1
900	Shuangmiaosaurus_gilmorei	Shuangmiaosaurus_gilmorei	Ornithischia	Hadrosauroidea	Hadrosauroidea	Cenomanian	Turonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
901	not	Siamodon_nimngami	Ornithischia	Iguanodontia	Iguanodontia	Aptian	Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
902	Silvisaurus_condrayi	Silvisaurus_condrayi	Ornithischia	Ankylosauria	Ankylosauria	Albian	Albian	400	NA	NA	NA	NA	NA	NA	NA	0	0
903	not	Sinoceratops_zhuchengensis	Ornithischia	Ceratopsidae	Ceratopsidae	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
904	not	Sphaerotholus_bucholtzae	Ornithischia	Pachycephalosauria	Pachycephalosauria	Maastrichtian	Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
905	not	Sphaerotholus_goodwini	Ornithischia	Pachycephalosauria	Pachycephalosauria	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
906	Spinops_sternbergorum	Spinops_sternbergorum	Ornithischia	Ceratopsidae	Ceratopsidae	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
907	Stegoceras_novomexicanum	Stegoceras_novomexicanum	Ornithischia	Pachycephalosauria	Pachycephalosauria	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
908	Stegoceras_validum	Stegoceras_validum	Ornithischia	Pachycephalosauria	Pachycephalosauria	Campanian	Campanian	221	60.5	17.9	19.5	86	NA	NA	10	0	0
909	Stegopelta_landerensis	Stegopelta_landerensis	Ornithischia	Ankylosauria	Ankylosauria	Middle_Cenomanian	Middle_Cenomanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
910	Stegosaurus_mjosi	Stegosaurus_mjosi	Ornithischia	Stegosauria	Stegosauria	Late_Oxfordian	Early_Kimmeridgian	978	345	NA	NA	NA	330	NA	NA	0	0
911	Stegosaurus_stenops	Stegosaurus_stenops	Ornithischia	Stegosauria	Stegosauria	Kimmeridgian	Tithonian	1157	366	140.4	74.4	NA	NA	NA	NA	0	0
912	Stegosaurus_ungulatus	Stegosaurus_ungulatus	Ornithischia	Stegosauria	Stegosauria	Kimmeridgian	Tithonian	1348	425	165.7	82.1	575	352	132.5	83	0	0
913	not	Stenopelix_valdensis	Ornithischia	Ornithischia	Ornithischia	Berriasian	Berriasian	144	NA	22	NA	NA	NA	NA	NA	0	0
914	Stormbergia_dangershoeki	Stormbergia_dangershoeki	Ornithischia	Ornithischia	Ornithischia	Hettangian	Sinemurian	193	NA	27	26	98	NA	NA	NA	0	0
915	Struthiosaurus_transilvanicus	Struthiosaurus_transilvanicus	Ornithischia	Ankylosauria	Ankylosauria	Maastrichtian	Maastrichtian	265	96	33	23	NA	NA	NA	NA	0	0
916	Styracosaurus_albertensis	Styracosaurus_albertensis	Ornithischia	Ceratopsidae	Ceratopsidae	Late_Campanian	Late_Campanian	792	365	NA	NA	585.5	280	NA	NA	0	0
917	Talarurus_plicatospineus	Talarurus_plicatospineus	Ornithischia	Ankylosauria	Ankylosauria	Turonian	Santonian	470	NA	NA	NA	335	NA	53	NA	0	0
918	Talenkauen_santacrucensis	Talenkauen_santacrucensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Early_Maastrichtian	Early_Maastrichtian	455	NA	NA	NA	339	NA	NA	NA	0	0
919	Tanius_sinensis	Tanius_sinensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Campanian	Campanian	1000	NA	NA	NA	513	NA	NA	NA	0	0
920	Tarchia_gigantea	Tarchia_gigantea	Ornithischia	Ankylosauria	Ankylosauria	Campanian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
921	Tarchia_kielanae	Tarchia_kielanae	Ornithischia	Ankylosauria	Ankylosauria	Campanian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
922	Tatankacephalus_cooneyorum	Tatankacephalus_cooneyorum	Ornithischia	Ankylosauria	Ankylosauria	Late_Aptian	Early_Albian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
923	Telmatosaurus_transsylvanicus	Telmatosaurus_transsylvanicus	Ornithischia	Hadrosauroidea	Hadrosauroidea	Maastrichtian	Maastrichtian	731	NA	104	NA	NA	NA	NA	NA	0	0
924	Tenontosaurus_dossi	Tenontosaurus_dossi	Ornithischia	Iguanodontia	Iguanodontia	Late_Aptian	Late_Aptian	557	NA	84.6	NA	466	NA	NA	33.6	0	0
925	Tenontosaurus_tilletti	Tenontosaurus_tilletti	Ornithischia	Iguanodontia	Iguanodontia	Late_Aptian	Early_Albian	575	227.5	NA	NA	441	159	NA	NA	0	0
926	Tethyshadros_insularis	Tethyshadros_insularis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Early_Maastrichtian	420	NA	NA	NA	292	NA	NA	NA	0	0
927	not	Texacephale_langstoni	Ornithischia	Pachycephalosauria	Pachycephalosauria	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
928	Texasetes_pleurohalio	Texasetes_pleurohalio	Ornithischia	Ankylosauria	Ankylosauria	Late_Albian	Late_Albian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
929	Theiophytalia_kerri	Theiophytalia_kerri	Ornithischia	Iguanodontia	Iguanodontia	Aptian	Albian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
930	Thescelosaurus_assiniboiensis	Thescelosaurus_assiniboiensis	Ornithischia	Ornithischia	Ornithischia	Late_Maastrichtian	Late_Maastrichtian	304.5	121	NA	NA	NA	NA	NA	NA	0	0
931	Thescelosaurus_neglectus	Thescelosaurus_neglectus	Ornithischia	Ornithischia	Ornithischia	Middle_Campanian	Maastrichtian	448	183	61.2	56.3	315	108	38.7	28.3	0	0
932	Tianyulong_confuciusi	Tianyulong_confuciusi	Ornithischia	Ornithischia	Ornithischia	Late_Bathonian	Early_Kimmeridgian	51	NA	6.3	6	33.5	NA	NA	NA	0	0
933	Tianzhenosaurus_youngi	Tianzhenosaurus_youngi	Ornithischia	Ankylosauria	Ankylosauria	Late_Cretaceous	Late_Cretaceous	402.6	NA	73	NA	254.1	NA	45	NA	1	0
934	Torosaurus_latus	Torosaurus_latus	Ornithischia	Ceratopsidae	Ceratopsidae	Maastrichtian	Maastrichtian	NA	NA	NA	NA	767	NA	NA	91	0	0
935	Triceratops_horridus	Triceratops_horridus	Ornithischia	Ceratopsidae	Ceratopsidae	Maastrichtian	Maastrichtian	1033.5	498.5	175.2	105.2	780	491.5	186.7	106.9	0	0
936	Triceratops_prorsus	Triceratops_prorsus	Ornithischia	Ceratopsidae	Ceratopsidae	Maastrichtian	Maastrichtian	1104	485	190	120	752	NA	148	120	0	0
937	Tsagantegia_longicranialis	Tsagantegia_longicranialis	Ornithischia	Ankylosauria	Ankylosauria	Turonian	Santonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
938	Tsintaosaurus_spinorhinus	Tsintaosaurus_spinorhinus	Ornithischia	Hadrosauroidea	Hadrosauroidea	Campanian	Campanian	1148	425	NA	NA	685	250	NA	NA	0	1
939	Tuojiangosaurus_multispinus	Tuojiangosaurus_multispinus	Ornithischia	Stegosauria	Stegosauria	Oxfordian	Early_Kimmeridgian	872	NA	141	NA	676	NA	106	NA	0	0
940	Turanoceratops_tardabilis	Turanoceratops_tardabilis	Ornithischia	Ceratopsia	Ceratopsia_3	Late_Turonian	Late_Turonian	NA	NA	NA	NA	NA	NA	50	40	0	0
941	Tylocephale_gilmorei	Tylocephale_gilmorei	Ornithischia	Pachycephalosauria	Pachycephalosauria	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
942	Udanoceratops_tschizhovi	Udanoceratops_tschizhovi	Ornithischia	Ceratopsia	Ceratopsia_2	Campanian	Campanian	NA	NA	NA	NA	361.5	NA	53.9	NA	0	0
943	Unescoceratops_koppelhusae	Unescoceratops_koppelhusae	Ornithischia	Ceratopsia	Ceratopsia_3	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
944	Utahceratops_gettyi	Utahceratops_gettyi	Ornithischia	Ceratopsidae	Ceratopsidae	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
945	Uteodon_aphanoecetes	Uteodon_aphanoecetes	Ornithischia	Iguanodontia	Iguanodontia	Kimmeridgian	Tithonian	395	NA	NA	NA	227	NA	48	37	1	0
